'src_bytes',service','dst_bytes','flag','diff_srv_rate','same_srv_rate','dst_host_srv_count','dst_host_same_srv_rate',,,,'src_bytes','service',dst_bytes','flag','diff_srv_rate','same_srv_rate','dst_host_srv_count','dst_host_same_srv_rate'
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,telnet,44,SF,0,1,161,0.63,,,,,,,,,,,
44,domain_u,129,SF,0,1,255,1,,,,,,,,,,,
0,mtp,0,S0,0.07,0.01,2,0.01,,,,,,,,,,,
0,private,0,REJ,0.06,0.02,2,0.01,,,,,,,,,,,
30,pop_3,93,SF,1,0.5,249,0.98,,,,,,,,,,,
197,http,1485,SF,0,1,255,1,,,,,,,,,,,
242,http,15155,SF,0,1,255,1,,,,,,,,,,,
30,pop_3,93,SF,0,1,251,0.98,,,,,,,,,,,
350,http,5934,SF,0,1,255,1,,,,,,,,,,,
46,domain_u,46,SF,0.02,0.99,254,1,,,,,,,,,,,
52,private,52,SF,0,1,255,1,,,,,,,,,,,
0,name,0,REJ,0.07,0.03,5,0.02,,,,,,,,,,,
239,http,60632,SF,0,1,255,1,,,,,,,,,,,
207,http,386,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.14,17,0.07,,,,,,,,,,,
180,http,4443,SF,0,1,255,1,,,,,,,,,,,
339,http,396,SF,0,1,255,1,,,,,,,,,,,
642,smtp,331,SF,0,1,140,0.37,,,,,,,,,,,
55,private,52,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,1,0,1,0,,,,,,,,,,,
341,http,2315,SF,0,1,255,1,,,,,,,,,,,
49,private,0,SF,0,1,255,1,,,,,,,,,,,
42,domain_u,42,SF,0,1,251,0.98,,,,,,,,,,,
0,private,0,REJ,0.07,0.04,9,0.04,,,,,,,,,,,
54540,http,8314,SF,0,1,255,1,,,,,,,,,,,
105,private,0,SF,0,1,253,0.99,,,,,,,,,,,
285,http,1892,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.13,19,0.07,,,,,,,,,,,
123,telnet,174,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,151,0.59,,,,,,,,,,,
0,private,0,REJ,0.08,0.01,3,0.02,,,,,,,,,,,
78202,http,1203,SF,0,1,255,1,,,,,,,,,,,
271,http,5182,SF,0,1,255,1,,,,,,,,,,,
0,telnet,15,SF,0,1,8,0.03,,,,,,,,,,,
0,private,0,S0,0.06,0.04,4,0.02,,,,,,,,,,,
0,telnet,44,S3,0,1,132,0.52,,,,,,,,,,,
1164,telnet,160726,SF,0,1,5,0.17,,,,,,,,,,,
46,domain_u,74,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.01,2,0.01,,,,,,,,,,,
1107,smtp,331,SF,0,1,178,0.9,,,,,,,,,,,
4539,ftp_data,0,SF,0.11,0.95,86,0.57,,,,,,,,,,,
241,ftp,769,SF,0,1,73,0.42,,,,,,,,,,,
0,telnet,44,SF,0,1,107,0.42,,,,,,,,,,,
223,http,8619,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.02,5,0.02,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
205,http,2120,SF,0,1,255,1,,,,,,,,,,,
310,http,1656,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
221,http,1674,SF,0,1,255,1,,,,,,,,,,,
234,http,1905,SF,0,1,255,1,,,,,,,,,,,
56,private,57,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.1,0.03,4,0.02,,,,,,,,,,,
315,http,773,SF,0,1,255,1,,,,,,,,,,,
30,pop_3,217,SF,0,1,2,0.01,,,,,,,,,,,
0,http,0,REJ,0.06,0.07,19,0.07,,,,,,,,,,,
358,http,490,SF,0,1,255,1,,,,,,,,,,,
0,pop_2,0,REJ,0.06,0.02,5,0.02,,,,,,,,,,,
220,http,770,SF,0,1,255,1,,,,,,,,,,,
105,private,0,SF,0,1,251,0.98,,,,,,,,,,,
0,telnet,44,SF,0,1,164,0.64,,,,,,,,,,,
0,private,0,S0,0.06,0.06,8,0.03,,,,,,,,,,,
245,http,2454,SF,0,1,255,1,,,,,,,,,,,
0,telnet,0,S0,0,1,218,0.85,,,,,,,,,,,
54,private,54,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
268,http,1014,SF,0,1,255,1,,,,,,,,,,,
324,http,13335,SF,0,1,255,1,,,,,,,,,,,
54540,http,8314,SF,0,1,255,1,,,,,,,,,,,
0,Z39_50,0,REJ,0.06,0.04,9,0.04,,,,,,,,,,,
2599,smtp,293,SF,0,1,247,0.97,,,,,,,,,,,
1176,smtp,368,SF,0,1,167,0.6,,,,,,,,,,,
0,http_443,0,S0,0.07,0.02,2,0.01,,,,,,,,,,,
222,http,827,SF,0,1,255,1,,,,,,,,,,,
252,http,5354,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.09,9,0.04,,,,,,,,,,,
236,http,3222,SF,0,1,211,0.83,,,,,,,,,,,
868,ftp_data,0,SF,0,1,23,1,,,,,,,,,,,
0,pop_3,36,RSTO,1,0.5,41,0.16,,,,,,,,,,,
0,other,0,RSTR,0,1,1,0,,,,,,,,,,,
0,private,0,REJ,0.06,0.01,2,0.01,,,,,,,,,,,
23,other,0,SF,0,1,1,0,,,,,,,,,,,
0,finger,0,RSTO,0.06,0.05,9,0.04,,,,,,,,,,,
221,http,310,SF,0,1,255,1,,,,,,,,,,,
2599,smtp,293,SF,0,1,188,0.74,,,,,,,,,,,
28,private,0,SF,0,1,80,0.31,,,,,,,,,,,
0,pop_3,0,S0,0,1,64,0.33,,,,,,,,,,,
334,http,55417,SF,0,1,255,1,,,,,,,,,,,
239,http,2049,SF,0,1,255,1,,,,,,,,,,,
0,other,0,S0,1,0,1,0,,,,,,,,,,,
40008,eco_i,0,SF,0,1,145,0.23,,,,,,,,,,,
28,pop_3,93,SF,0,1,224,0.88,,,,,,,,,,,
222,http,1680,SF,0,1,255,1,,,,,,,,,,,
206,http,601,SF,0,1,255,1,,,,,,,,,,,
286,http,5989,SF,0,1,251,1,,,,,,,,,,,
272,http,404,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,254,1,,,,,,,,,,,
211,http,740,SF,0,1,255,1,,,,,,,,,,,
0,smtp,83,SF,0,1,103,0.44,,,,,,,,,,,
260,http,32017,SF,0,1,255,1,,,,,,,,,,,
105,private,147,SF,0,1,248,0.97,,,,,,,,,,,
0,Z39_50,0,S0,0.1,0.07,12,0.05,,,,,,,,,,,
119,telnet,188,SF,0,1,33,0.13,,,,,,,,,,,
21184,http,0,RSTR,0,1,253,0.99,,,,,,,,,,,
0,private,0,REJ,0.07,0.01,3,0.01,,,,,,,,,,,
1,private,0,SF,0.09,0.34,11,0.04,,,,,,,,,,,
43,domain_u,43,SF,0,1,255,1,,,,,,,,,,,
218,http,9432,SF,0,1,250,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,private,0,SH,0,1,1,0.01,,,,,,,,,,,
0,sunrpc,0,REJ,1,0.25,52,0.19,,,,,,,,,,,
0,telnet,44,SF,0,1,176,0.69,,,,,,,,,,,
209,http,2827,SF,0,1,255,1,,,,,,,,,,,
0,imap4,0,S0,0.09,0.02,4,0.02,,,,,,,,,,,
283,http,11422,SF,0,1,255,1,,,,,,,,,,,
198,http,5989,SF,0,1,253,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.19,19,0.07,,,,,,,,,,,
0,other,0,REJ,0.99,0,1,0,,,,,,,,,,,
483,http,6839,SF,0,1,255,1,,,,,,,,,,,
314,http,1885,SF,0,1,242,1,,,,,,,,,,,
317,http,303,SF,0,1,255,1,,,,,,,,,,,
53,private,53,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.05,12,0.05,,,,,,,,,,,
0,other,0,REJ,1,0.5,32,0.13,,,,,,,,,,,
30,pop_3,93,SF,0,1,246,0.96,,,,,,,,,,,
54540,http,8314,SF,0,1,255,1,,,,,,,,,,,
315,http,11915,SF,0,1,255,1,,,,,,,,,,,
310,http,1934,SF,0,1,255,1,,,,,,,,,,,
0,private,0,RSTR,0.55,0.01,2,0.01,,,,,,,,,,,
54,private,53,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,SF,0,1,229,0.9,,,,,,,,,,,
341,http,342,SF,0,1,255,1,,,,,,,,,,,
356,http,4048,SF,0,1,255,1,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,15,1,,,,,,,,,,,
24,telnet,109,SF,0.67,0.67,85,0.33,,,,,,,,,,,
207,http,638,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.06,0.06,19,0.07,,,,,,,,,,,
1,private,1,SF,1,0.01,1,0,,,,,,,,,,,
0,telnet,44,SF,0,1,98,0.38,,,,,,,,,,,
320,http,270,SF,0,1,151,0.59,,,,,,,,,,,
54540,http,8314,RSTR,0,1,229,0.9,,,,,,,,,,,
44,domain_u,126,SF,0.02,0.99,254,1,,,,,,,,,,,
304,http,3441,SF,0,1,255,1,,,,,,,,,,,
340,http,247,SF,0,1,255,1,,,,,,,,,,,
0,sunrpc,0,RSTO,0.07,0.02,4,0.02,,,,,,,,,,,
0,pop_3,0,S0,0,1,85,0.33,,,,,,,,,,,
0,discard,0,RSTO,0.07,0,1,0,,,,,,,,,,,
1,other,1,SF,0.34,0.07,2,0.01,,,,,,,,,,,
20,eco_i,0,SF,0,1,42,1,,,,,,,,,,,
43,domain_u,83,SF,0,1,255,1,,,,,,,,,,,
0,courier,0,S0,0.15,0.09,5,0.02,,,,,,,,,,,
44,domain_u,112,SF,0,1,225,0.88,,,,,,,,,,,
36,urp_i,0,SF,0,1,37,0.27,,,,,,,,,,,
0,private,0,S0,0.06,0.13,20,0.08,,,,,,,,,,,
0,telnet,44,SF,0,1,166,0.65,,,,,,,,,,,
0,imap4,0,REJ,0.06,0.08,17,0.07,,,,,,,,,,,
54540,http,8314,SF,0,1,242,0.95,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
272,http,1379,SF,0,1,255,1,,,,,,,,,,,
123,telnet,174,SF,0,1,49,0.19,,,,,,,,,,,
0,private,0,REJ,0.06,0.18,18,0.07,,,,,,,,,,,
105,private,147,SF,0,1,235,0.99,,,,,,,,,,,
321,http,4405,SF,0,1,255,1,,,,,,,,,,,
0,http,1452,SF,0,1,255,1,,,,,,,,,,,
6,telnet,54,SF,0.75,0.5,83,0.33,,,,,,,,,,,
47,private,0,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,254,1,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
8,eco_i,0,SF,0,1,51,1,,,,,,,,,,,
72564,http,0,RSTR,0,1,243,0.95,,,,,,,,,,,
279,http,705,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.04,11,0.04,,,,,,,,,,,
0,name,0,REJ,0.06,0.08,18,0.07,,,,,,,,,,,
768,ftp_data,0,SF,0,1,37,0.45,,,,,,,,,,,
264,http,2482,SF,0,1,255,1,,,,,,,,,,,
13,auth,38,SF,0,1,3,0.02,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,14,1,,,,,,,,,,,
1,other,1,SF,1,0.01,1,0,,,,,,,,,,,
0,private,0,S0,0.2,0.05,2,0.01,,,,,,,,,,,
222,http,1420,SF,0,1,255,1,,,,,,,,,,,
26,pop_3,93,SF,0,1,131,0.88,,,,,,,,,,,
1397,smtp,338,SF,0,1,122,0.63,,,,,,,,,,,
0,private,0,RSTR,0,1,1,0,,,,,,,,,,,
2599,smtp,293,SF,0.67,0.67,26,0.1,,,,,,,,,,,
0,http,0,S0,0,1,244,0.96,,,,,,,,,,,
252,ftp_data,0,SF,0,1,7,0.11,,,,,,,,,,,
160,ftp,597,SF,0,1,6,0.06,,,,,,,,,,,
0,private,0,REJ,0.06,0.02,2,0.01,,,,,,,,,,,
241,http,197,SF,0,1,123,1,,,,,,,,,,,
236,http,15399,SF,0,1,255,1,,,,,,,,,,,
44,domain_u,134,SF,0,1,255,1,,,,,,,,,,,
247,http,12932,SF,0,1,255,1,,,,,,,,,,,
343,http,1202,SF,0,1,255,1,,,,,,,,,,,
0,ftp,0,RSTO,0.07,0.05,6,0.02,,,,,,,,,,,
293,http,311,SF,0,1,255,1,,,,,,,,,,,
261,http,4577,SF,0,1,255,1,,,,,,,,,,,
351,http,699,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,137,0.54,,,,,,,,,,,
4255,smtp,367,SF,0,1,152,0.83,,,,,,,,,,,
0,private,0,REJ,0.06,0.04,11,0.04,,,,,,,,,,,
1,private,1,SF,1,0.02,1,0,,,,,,,,,,,
245,http,453,SF,0,1,255,1,,,,,,,,,,,
205,http,255,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.07,18,0.07,,,,,,,,,,,
60884,http,0,RSTR,0,1,253,0.99,,,,,,,,,,,
173,http,12382,SF,0,1,162,1,,,,,,,,,,,
245,http,7242,SF,0,1,255,1,,,,,,,,,,,
54,private,51,SF,0,1,255,1,,,,,,,,,,,
256,http,31903,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.03,5,0.02,,,,,,,,,,,
193,http,1478,SF,0,1,220,0.99,,,,,,,,,,,
687,ftp_data,0,SF,0,1,10,0.05,,,,,,,,,,,
344,http,7177,SF,0,1,255,1,,,,,,,,,,,
238,http,17,SF,0,1,255,1,,,,,,,,,,,
0,login,0,S0,0.16,0.11,4,0.02,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,pop_3,36,RSTO,1,0.33,26,0.1,,,,,,,,,,,
0,private,0,S0,0.06,0.12,18,0.07,,,,,,,,,,,
237,http,807,SF,0,1,255,1,,,,,,,,,,,
42,domain_u,42,SF,0,1,251,0.98,,,,,,,,,,,
508,ecr_i,0,SF,0,1,54,0.31,,,,,,,,,,,
1,private,0,SF,0.7,0.06,9,0.04,,,,,,,,,,,
257,http,5320,SF,0,1,255,1,,,,,,,,,,,
239,http,3222,SF,0,1,7,0.03,,,,,,,,,,,
220,http,29200,S1,0,1,251,1,,,,,,,,,,,
208,http,567,SF,0,1,217,1,,,,,,,,,,,
105,private,147,SF,0,1,42,0.98,,,,,,,,,,,
327,http,10931,SF,0,1,255,1,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
225,http,670,SF,0,1,255,1,,,,,,,,,,,
234,http,2547,SF,0,1,255,1,,,,,,,,,,,
319,http,327,SF,0,1,249,1,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
334,http,276,SF,0,1,245,0.96,,,,,,,,,,,
56504,http,0,RSTR,0,1,255,1,,,,,,,,,,,
0,uucp_path,0,REJ,0.05,0.03,9,0.04,,,,,,,,,,,
12,ftp_data,0,SF,0,1,25,1,,,,,,,,,,,
245,http,2090,SF,0,1,255,1,,,,,,,,,,,
121,telnet,174,SF,0,1,112,0.44,,,,,,,,,,,
26,ftp,157,SF,0,1,129,0.51,,,,,,,,,,,
0,private,0,REJ,0.06,0.09,19,0.07,,,,,,,,,,,
46,private,0,SF,0,1,255,1,,,,,,,,,,,
520,ecr_i,0,SF,0,1,200,1,,,,,,,,,,,
0,other,0,REJ,1,0.5,2,0.01,,,,,,,,,,,
321,http,1939,SF,0,1,255,1,,,,,,,,,,,
56504,http,0,RSTR,0,1,244,0.96,,,,,,,,,,,
1,private,0,SF,0.83,0.04,3,0.01,,,,,,,,,,,
44,domain_u,115,SF,0,1,236,0.93,,,,,,,,,,,
135,smtp,242,SF,0,1,7,0.78,,,,,,,,,,,
0,private,0,S0,0.07,0.02,4,0.02,,,,,,,,,,,
89,telnet,3178,SF,0,1,12,0.23,,,,,,,,,,,
0,private,0,REJ,0.54,0.08,1,0.06,,,,,,,,,,,
2599,smtp,293,SF,0,1,204,0.8,,,,,,,,,,,
0,private,0,S0,0.06,0.02,6,0.02,,,,,,,,,,,
209,http,1253,SF,0,1,255,1,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.05,11,0.04,,,,,,,,,,,
271,http,2633,SF,0,1,255,1,,,,,,,,,,,
0,telnet,0,S0,0,1,51,0.44,,,,,,,,,,,
303,http,242,SF,0,1,255,1,,,,,,,,,,,
105,private,146,SF,0,1,168,0.99,,,,,,,,,,,
520,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.07,17,0.07,,,,,,,,,,,
0,private,0,REJ,0.07,0.12,13,0.05,,,,,,,,,,,
32,pop_3,93,SF,0,1,88,0.84,,,,,,,,,,,
0,private,0,S0,0.07,0.03,6,0.02,,,,,,,,,,,
1620,smtp,331,SF,0,1,147,0.77,,,,,,,,,,,
0,private,0,SH,0,1,1,0.01,,,,,,,,,,,
54540,http,8314,SF,0,1,249,0.98,,,,,,,,,,,
202,http,1320,SF,0,1,255,1,,,,,,,,,,,
54540,http,8314,SF,0,1,229,0.9,,,,,,,,,,,
241,http,775,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.05,0.03,7,0.03,,,,,,,,,,,
259,http,2169,SF,0,1,229,0.9,,,,,,,,,,,
12,ftp_data,0,SF,0,1,21,0.93,,,,,,,,,,,
0,gopher,0,REJ,0.07,0.02,6,0.02,,,,,,,,,,,
0,telnet,44,S3,0,1,101,0.4,,,,,,,,,,,
122,telnet,174,SF,0,1,25,0.1,,,,,,,,,,,
44,domain_u,44,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.04,5,0.02,,,,,,,,,,,
0,http,0,REJ,0.67,0.33,54,0.21,,,,,,,,,,,
0,telnet,44,SF,0,1,224,0.88,,,,,,,,,,,
0,private,0,REJ,0.07,0.03,7,0.03,,,,,,,,,,,
120,telnet,174,SF,0,1,115,0.45,,,,,,,,,,,
211,http,73588,SF,0,1,255,1,,,,,,,,,,,
56504,http,0,RSTR,0,1,255,1,,,,,,,,,,,
287,http,678,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.1,0.01,2,0.01,,,,,,,,,,,
124,telnet,174,SF,0,1,2,0.01,,,,,,,,,,,
0,exec,0,RSTO,0.07,0.02,2,0.01,,,,,,,,,,,
361,http,1135,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.08,20,0.08,,,,,,,,,,,
56,private,56,SF,0,1,255,1,,,,,,,,,,,
20,eco_i,0,SF,0,1,101,1,,,,,,,,,,,
28,pop_3,93,SF,0,1,192,0.91,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
1,private,0,SF,0.63,0.12,9,0.04,,,,,,,,,,,
0,private,0,S0,0.05,0.08,19,0.07,,,,,,,,,,,
18,eco_i,0,SF,0,1,253,1,,,,,,,,,,,
231,http,5322,SF,0,1,255,1,,,,,,,,,,,
150,http,14988,SF,0,1,255,1,,,,,,,,,,,
0,link,0,REJ,0.07,0.07,17,0.07,,,,,,,,,,,
0,sunrpc,0,REJ,0,1,53,0.2,,,,,,,,,,,
326,http,935,SF,0,1,255,1,,,,,,,,,,,
924,smtp,279,SF,0,1,170,0.67,,,,,,,,,,,
303,http,1850,SF,0,1,255,1,,,,,,,,,,,
318,http,21595,SF,0,1,255,1,,,,,,,,,,,
0,imap4,0,SF,1,0.5,51,0.2,,,,,,,,,,,
163,ftp,599,SF,0,1,5,0.02,,,,,,,,,,,
298,http,2361,SF,0,1,255,1,,,,,,,,,,,
268,http,4740,SF,0,1,239,0.94,,,,,,,,,,,
260,http,9531,SF,0,1,247,1,,,,,,,,,,,
30,pop_3,93,SF,0,1,231,0.91,,,,,,,,,,,
26,ftp,157,SF,0,1,61,0.47,,,,,,,,,,,
224,http,356,SF,0,1,255,1,,,,,,,,,,,
225,http,1341,SF,0,1,255,1,,,,,,,,,,,
210,ftp,751,SF,0,1,16,0.11,,,,,,,,,,,
0,private,0,RSTO,0.07,0.08,20,0.08,,,,,,,,,,,
0,private,0,S0,0.06,0.04,13,0.05,,,,,,,,,,,
275,http,5223,SF,0,1,255,1,,,,,,,,,,,
323,http,541,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,1,0.5,136,0.53,,,,,,,,,,,
1,other,1,SF,1,0.01,1,0,,,,,,,,,,,
61298,ftp_data,0,SF,0,1,45,0.2,,,,,,,,,,,
1,private,0,SF,0.94,0.03,2,0.01,,,,,,,,,,,
1631,smtp,331,SF,0,1,65,0.38,,,,,,,,,,,
212,http,1795,SF,0,1,255,1,,,,,,,,,,,
53,private,54,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,SF,0,1,248,0.97,,,,,,,,,,,
240,http,4926,SF,0,1,255,1,,,,,,,,,,,
0,telnet,15,SF,0,1,15,0.06,,,,,,,,,,,
32,domain_u,0,SF,0,1,59,0.24,,,,,,,,,,,
193,http,2393,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.09,0.07,14,0.05,,,,,,,,,,,
508,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
1480,ecr_i,0,SF,0,1,7,1,,,,,,,,,,,
46,private,46,SF,0,1,254,1,,,,,,,,,,,
57184,http,1,RSTR,0,1,255,1,,,,,,,,,,,
0,telnet,0,RSTO,0.07,0.05,12,0.05,,,,,,,,,,,
220,http,3313,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
298,http,2445,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,223,0.87,,,,,,,,,,,
235,http,1380,SF,0,1,234,0.92,,,,,,,,,,,
361,http,1241,SF,0,1,224,1,,,,,,,,,,,
243,http,345,SF,0,1,255,1,,,,,,,,,,,
26,pop_3,93,SF,0,1,227,0.89,,,,,,,,,,,
0,private,0,S0,0.06,0.07,8,0.03,,,,,,,,,,,
10,finger,283,SF,0,1,2,0.01,,,,,,,,,,,
0,login,0,RSTO,0.07,0.09,9,0.04,,,,,,,,,,,
44,domain_u,69,SF,0,1,254,1,,,,,,,,,,,
0,imap4,0,S0,0,1,85,0.33,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,10,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.11,16,0.06,,,,,,,,,,,
115,other,0,SF,0,1,13,0.05,,,,,,,,,,,
349,http,884,SF,0,1,255,1,,,,,,,,,,,
16550,smtp,338,SF,0,1,142,0.63,,,,,,,,,,,
0,private,0,S0,0.06,0.04,10,0.04,,,,,,,,,,,
211,http,124,SF,0,1,255,1,,,,,,,,,,,
0,uucp_path,0,REJ,0.07,0.01,2,0.01,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
340,http,283,SF,0,1,232,0.91,,,,,,,,,,,
273,http,18347,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,private,0,REJ,0.06,0.05,11,0.04,,,,,,,,,,,
0,private,0,S0,0.1,0.07,13,0.05,,,,,,,,,,,
1,other,1,SF,1,0,1,0,,,,,,,,,,,
36,domain_u,0,SF,0,1,49,1,,,,,,,,,,,
0,smtp,0,S0,0.08,0.01,1,0,,,,,,,,,,,
0,private,0,REJ,1,0.5,1,0,,,,,,,,,,,
218,http,2563,SF,0,1,152,1,,,,,,,,,,,
1,private,0,SF,0.96,0.04,20,0.08,,,,,,,,,,,
56,private,56,SF,0,1,255,1,,,,,,,,,,,
53,private,50,SF,0,1,255,1,,,,,,,,,,,
215,http,171,SF,0,1,255,1,,,,,,,,,,,
1480,ecr_i,0,SF,0,1,13,0.5,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
8,eco_i,0,SF,0,1,42,1,,,,,,,,,,,
0,pop_3,0,S0,0,1,85,0.33,,,,,,,,,,,
190,ftp_data,0,SF,0,1,13,0.3,,,,,,,,,,,
330,http,1762,SF,0,1,255,1,,,,,,,,,,,
331,http,1299,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
105,private,146,SF,0,1,251,0.98,,,,,,,,,,,
141,http,4039,SF,0,1,255,1,,,,,,,,,,,
2881,ftp_data,0,SF,0,1,48,0.17,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
43,domain_u,141,SF,0,1,254,1,,,,,,,,,,,
30,eco_i,0,SF,0,1,18,1,,,,,,,,,,,
139508,ftp_data,0,SF,0,1,1,0.33,,,,,,,,,,,
0,uucp_path,0,REJ,0.06,0.06,17,0.07,,,,,,,,,,,
1028,smtp,329,SF,0,1,13,0.87,,,,,,,,,,,
2599,smtp,293,SF,0,1,219,0.86,,,,,,,,,,,
54540,http,8314,SF,0,1,239,0.94,,,,,,,,,,,
317,http,1203,SF,0,1,255,1,,,,,,,,,,,
218,http,331,SF,0,1,255,1,,,,,,,,,,,
763,smtp,371,SF,0,1,195,0.87,,,,,,,,,,,
223,http,1317,SF,0,1,255,1,,,,,,,,,,,
292,http,4223,SF,0,1,255,1,,,,,,,,,,,
125,telnet,174,SF,0,1,12,0.05,,,,,,,,,,,
214,http,4368,SF,0,1,255,1,,,,,,,,,,,
0,courier,0,REJ,0.05,0.14,18,0.07,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,telnet,0,REJ,0,1,85,0.33,,,,,,,,,,,
55,private,53,SF,0,1,255,1,,,,,,,,,,,
0,telnet,15,RSTO,0,1,85,0.33,,,,,,,,,,,
338,http,350,SF,0,1,255,1,,,,,,,,,,,
44,domain_u,129,SF,0.01,0.99,254,1,,,,,,,,,,,
161,ftp,597,SF,0,1,97,0.38,,,,,,,,,,,
54540,http,7300,RSTR,0,1,255,1,,,,,,,,,,,
302,http,658,SF,0,1,255,1,,,,,,,,,,,
301,http,3845,SF,0,1,255,1,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,14,1,,,,,,,,,,,
42,domain_u,42,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.07,18,0.07,,,,,,,,,,,
1663,smtp,286,SF,0,1,173,0.79,,,,,,,,,,,
0,telnet,44,SF,0,1,203,0.8,,,,,,,,,,,
0,private,0,REJ,0.06,0.01,3,0.01,,,,,,,,,,,
44,domain_u,44,SF,0,1,208,0.82,,,,,,,,,,,
312,http,1856,SF,0,1,254,1,,,,,,,,,,,
1,private,1,SF,0.69,0.02,1,0,,,,,,,,,,,
0,private,0,S0,0.06,0.03,7,0.03,,,,,,,,,,,
43,domain_u,107,SF,0,1,248,0.97,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,76,0.22,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
11,ftp_data,0,SF,0,1,4,0.02,,,,,,,,,,,
294,http,5207,SF,0,1,251,1,,,,,,,,,,,
202,http,2996,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.06,8,0.03,,,,,,,,,,,
0,private,0,REJ,0.06,0.03,7,0.03,,,,,,,,,,,
44,domain_u,44,SF,0,1,254,1,,,,,,,,,,,
1428,smtp,286,SF,0,1,93,0.25,,,,,,,,,,,
0,private,0,REJ,0.05,0.1,14,0.05,,,,,,,,,,,
0,private,0,S0,0.07,0.06,15,0.06,,,,,,,,,,,
316,http,2147,SF,0,1,245,1,,,,,,,,,,,
162,http,13985,SF,0,1,255,1,,,,,,,,,,,
250,http,1359,SF,0,1,250,1,,,,,,,,,,,
